Year,Reference Code,Title in English,Title in Traditional Chinese,Title in Simplified Chinese,Organizations concerned,Declared on,Completed on,File Path (English),File Path (Traditional Chinese),File Path (Simplified Chinese),Report Type,ChineseSpecificDITerm,Google Drive Link (EN),Google Drive Link (TC),Google Drive Link (SC)
2012/13,,25th Annual Report Summary,第二十五期年報撮要,,,,2013-06,ofomb.ombudsman.hk/doc/HKOmbudsman_Annual Report_Summary_EN_25th_Annual_Report_Summary.pdf,ofomb.ombudsman.hk/doc/申訴專員公署_年報_摘要_TC_第二十五期年報撮要.pdf,,AR,,https://drive.google.com/file/d/1VA-NmVyBxKJxSntVW1kEBUxHmYfpqsJC/view?usp=drivesdk,https://drive.google.com/file/d/1SbDgYqMDws10T0Iru3dmH29cEtUEtwmY/view?usp=drivesdk,
2013/14,,,,二○一三/一四報告年度第一期,"AFCD,FEHD,HAD,HKPF,HyD,LandsD,TD",,2013-05-09,,,ofomb.ombudsman.hk/abc/files/申诉专员公署_申报_第一期_2013_14_SC_二○一三_一四報告年度第一期.pdf,OmbudsNews,,,,https://drive.google.com/file/d/1cIp1xByZPYdQslrKRGrNKSSAKSOt1ZNi/view?usp=drivesdk
2013/14,,Lands Department for Delay in Taking Lease Enforcement Actions,有關地政總署拖延採取執行土地契約條款行動的投訴,,LandsD,2012-06,2013-05,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_LandsD_EN_Lands_Department_for_Delay_in_Taking_Lease_Enforcement_Actions.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_LandsD_TC_有關地政總署拖延採取執行土地契約條款行動的投訴.pdf,,Complaint,,https://drive.google.com/file/d/1wZ66_9SHon_BuEkmdhAhEoWTDPjOjbpp/view?usp=drivesdk,https://drive.google.com/file/d/10YdnfPOXOs5araxvZsvWW642ouZ0F7Db/view?usp=drivesdk,
2013/14,,Failure to Implement Properly the Restriction on Vehicular Entry into a Country Park on General Holidays,有關漁農自然護理署、運輸署及路政署沒有妥善執行禁止車輛在公眾假期駛入郊野公園的規定,有关渔农自然护理署、运输署及路政署没有妥善执行禁止车辆在公众假期驶入郊野公园的规定,"AFCD,TD,HyD,HKPF",,2013-05,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_AFCD_EN_Failure_to_Implement_Properly_the_Restriction_on_Vehicular_Entry_into_a_Country_Park_on_General_Holidays.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_AFCD_TC_有關漁農自然護理署、運輸署及路政署沒有妥善執行禁止車輛在公眾假期駛入郊野公園的規定.pdf,"ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_摘要_AFCD,TD,HyD_SC_有关渔农自然护理署、运输署及路政署没有妥善执行禁止车辆在公众假期驶入郊野公园的规定.pdf",Complaint,,https://drive.google.com/file/d/1l9wIpBGf1xFydaiRdK1tw1Oe_tfgnTSE/view?usp=drivesdk,https://drive.google.com/file/d/1rLMHOqpoUSV2H8F1VbFUaqpw3_kLJZjg/view?usp=drivesdk,https://drive.google.com/file/d/1xea48I1qJ1zSMJynio1PJjkWc-PBDnJx/view?usp=drivesdk
2012/13,OMB/DI/231,Regulatory Measures and Enforcement Actions against Illegal Extension of Business Area by Restaurants,政府當局對食肆違例擴展營業範圍的規管及執法行動,,"FEHD,LandsD,HAD,FSD",2012-02-09,2013-03-28,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Summary_FEHD_EN_Regulatory_Measures_and_Enforcement_Actions_against_Illegal_Extension_of_Business_Area_by_Restaurants.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_231_全文_FEHD_TC_政府當局對食肆違例擴展營業範圍的規管及執法行動.pdf,,DI,主動調查,https://drive.google.com/file/d/1jQ4jYvFsadq6LhGkrou73UutSkhbPp1C/view?usp=drivesdk,https://drive.google.com/file/d/1rqBoPV1gDbSKy1PxEXEij40bPbu2Drz_/view?usp=drivesdk,
2012/13,OMB/DI/274,Recovery of Mortgage Default Debts,房屋署追討未償還按揭貸款,,"HD,HA,ImmD,TD,SWD",2012-03-26,2013-03-20,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_274_HD_EN_Recovery_of_Mortgage_Default_Debts.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_274_摘要_HD_TC_房屋署追討未償還按揭貸款.pdf,,DI,,https://drive.google.com/file/d/1pk_TbqZ80zReldP3UiI8pB1yr1Xw-_lV/view?usp=drivesdk,https://drive.google.com/file/d/1uuIFxN__C9nsi4nqaj6eH-lPHYZkjoyX/view?usp=drivesdk,
2012/13,,,二○一二/一三報告年度第三期,,"FSD,HA,SWD,TD,LandsD,HAD,FEHD,HKPF",,2013-01-10,,ofomb.ombudsman.hk/abc/files/申訴專員公署_申報_2012_13_TC_二○一二_一三報告年度第三期.pdf,,OmbudsNews,,,https://drive.google.com/file/d/1Ce-oXSi6FixlidWx8CnNbtE3SV0JXE7I/view?usp=drivesdk,
2012/13,,,申報,有关运输署、地政总署及民政事务总署没有妥善处理非法占用政府土地的投诉,"TD,LandsD,HAD,FEHD,HKPF",,2013-01-02,,ofomb.ombudsman.hk/abc/files/申訴專員公署_摘要_TC_申報.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_摘要_LandsD_SC_有关运输署、地政总署及民政事务总署没有妥善处理非法占用政府土地的投诉.pdf,Complaint,,,https://drive.google.com/file/d/1Pc2msc97_jvPNR2Wy1b4pMopYqz_MnRs/view?usp=drivesdk,https://drive.google.com/file/d/1lTUtxuIdMpxB_IUPhbTvWzwOfiBzpYl9/view?usp=drivesdk
2012/13,,"Conveyance of Patients by Ambulance, Assessment of CSSA Recipients' Income, and Unlawful Occupation of Government Land",社會福利署不合理地計算綜援受助人的入息,,"SWD,HD",,2013-01,"ofomb.ombudsman.hk/abc/files/HKOmbudsman_Summary_EN_Conveyance_of_Patients_by_Ambulance,_Assessment_of_CSSA_Recipients'_Income,_and_Unlawful_Occupation_of_Government_Land.pdf",ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_SWD_TC_社會福利署不合理地計算綜援受助人的入息.pdf,,Complaint,,https://drive.google.com/file/d/100zn_SHCrz3mHYg4jPp3vshMNFw8FuO5/view?usp=drivesdk,https://drive.google.com/file/d/1ZfXP_i60QviPEO4STEn4UXHkiF2n4hj-/view?usp=drivesdk,
2012/13,,Selected Complaint Investigation Report Summaries,,,"SWD, HD, TD, LandsD, HAD, FEHD, HKPF",,2013-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_EN_Selected_Complaint_Investigation_Report_Summaries.pdf,,,Complaint,,https://drive.google.com/file/d/1A00zCTUXEbKurylrrT34bGwzmLmX7Mrq/view?usp=drivesdk,,
2012/13,,,救護車載送傷病者往「屬區醫院」,,"FSD,HA",,2013-01-01,,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_摘要_FSD_TC_救護車載送傷病者往「屬區醫院」.pdf,,DI,主動調查,,https://drive.google.com/file/d/1C-FI4_o79UCkCVpR9BHLSyephpilBpWf/view?usp=drivesdk,
2012/13,,Unlawful Occupation of Government Land,,,"TD,LandsD,HAD",,2013-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_EN_Unlawful_Occupation_of_Government_Land.pdf,,,Complaint,,https://drive.google.com/file/d/1Dq-C2TwBZzGuz3tVDGbkex4Ye6iLBF0K/view?usp=drivesdk,,
2012/13,,,運輸署、地政總署及民政事務總署沒有妥善處理非法佔用政府土地的投訴,,"TD,LandsD,HAD,FEHD,HKPF",,2013-01,,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_LandsD_TC_運輸署、地政總署及民政事務總署沒有妥善處理非法佔用政府土地的投訴.pdf,,Complaint,,,https://drive.google.com/file/d/1KPZv26BtxXRiW9IEpSVonwOmAGKDQacO/view?usp=drivesdk,
2012/13,OMB/DI/243,,救護車載送傷病者往「屬區醫院」,,"FSD,HA",2012-05-17,2012-12-21,,"ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_243_全文_FSD,HA_TC_救護車載送傷病者往「屬區醫院」.pdf",,DI,主動調查,,https://drive.google.com/file/d/1qnWZQwe-3ukDLD9OZLZ4CPyyEQJ2WlKG/view?usp=drivesdk,
2012/13,,Investigations into Booking of LCSD Sports Facilities and Policy on Private Recreational Leases,康樂及文化事務署體育設施的預訂和使用及「私人遊樂場地契約」政策之執行,康乐及文化事务署体育设施的预订和使用及「私人游乐场地契约」政策之执行,"LCSD,HAB,SWD,EDB",2011-07-05,2012-09-19,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_LCSD_EN_Investigations_into_Booking_of_LCSD_Sports_Facilities_and_Policy_on_Private_Recreational_Leases.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_摘要_LCSD_TC_康樂及文化事務署體育設施的預訂和使用及「私人遊樂場地契約」政策之執行.pdf,ofomb.ombudsman.hk/abc/files/申诉专员公署_主动调查_摘要_LCSD_SC_康乐及文化事务署体育设施的预订和使用及「私人游乐场地契约」政策之执行.pdf,DI,主動調查,https://drive.google.com/file/d/10NKkMqEYFR9XDo14a_DU8RTv1G4qZ-Pd/view?usp=drivesdk,https://drive.google.com/file/d/1vm33vlmpyYqxz9nzLY7tdPxEpCNxcbNn/view?usp=drivesdk,https://drive.google.com/file/d/1IeJpBWGpDv8-S4qCJLAm9b7HorDN_Zg5/view?usp=drivesdk
2012/13,OMB/DI/269,Administration of Government Policy on Private Recreational Leases,「私人遊樂場地契約」政策之執行,,"HAB,EDB,SWD,LCSD",2012-05-21,2012-09-02,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_HAB_EN_Administration_of_Government_Policy_on_Private_Recreational_Leases.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_269_全文_HAB_TC_「私人遊樂場地契約」政策之執行.pdf,,DI,主動調查,https://drive.google.com/file/d/1E6jpB_3vOcgxovV50cqcOemxAWAXlQZz/view?usp=drivesdk,https://drive.google.com/file/d/145H2-Ik3gN9FXAFlVZ6Jl3hMze_RwMQZ/view?usp=drivesdk,
2012/13,OMB/DI/221,Booking and Use of Sports Facilities of Leisure and Cultural Services Department,康樂及文化事務署體育設施的預訂和使用,,"LCSD,HAB,HKPF",2011-07-05,2012-09,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_LCSD_EN_Booking_and_Use_of_Sports_Facilities_of_Leisure_and_Cultural_Services_Department.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_221_全文_LCSD_TC_康樂及文化事務署體育設施的預訂和使用.pdf,,DI,主動調查,https://drive.google.com/file/d/1nY88IPlVWwSb4MgLKBoeYon6TN6VrRok/view?usp=drivesdk,https://drive.google.com/file/d/16V-p72Xj9rWtnuKNUZov2b862-d0lokC/view?usp=drivesdk,
2012/13,OMBC/2012-13/01,,象徵式租金短期租約、臨時關閉停車位及違規攤檔問題調查摘要,,"BD,FEHD,HyD,LandsD,TD",,2012-05-31,,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMBC_01_1213_摘要_TC_象徵式租金短期租約、臨時關閉停車位及違規攤檔問題調查摘要.pdf,,DI,主動調查,,https://drive.google.com/file/d/1zkTLXGdiVdIrqT90iD-PdH0N6coYwDOd/view?usp=drivesdk,
2012/13,,Issue No. 1 of Reporting Year 2012/13,,,"LandsD,TD,HyD,HKPF,FEHD,BD,DEVB",,2012-05-31,ofomb.ombudsman.hk/abc/files/HKOmbudsman_OmbudsNews_EN_Issue_No._1_of_Reporting_Year_2012_13.pdf,,,OmbudsNews,,https://drive.google.com/file/d/1Jm7nyS8JxenN4iBHRGTtlZp__kuhiBE-/view?usp=drivesdk,,
2012/13,OMB/DI/219,Granting of Short Term Tenancies at Nominal Rent,象徵式租金短期租約,,LandsD,2010-12,2012-05-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_LandsD_EN_Granting_of_Short_Term_Tenancies_at_Nominal_Rent.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_219_LandsD_TC_象徵式租金短期租約.pdf,,DI,主動調查,https://drive.google.com/file/d/1MHJW0bBXLC25Zsdug21BziEy5cj6znHt/view?usp=drivesdk,https://drive.google.com/file/d/1fi_r2aQlxyvu7nUYHMDZcxiY3iGUOv5Q/view?usp=drivesdk,
2012/13,,Complaint against Three Government Departments for Failing to Curb the Unauthorised Activities of a Hawker Stall,有關三個政府部門未能解決違規攤檔問題的投訴,,"FEHD,LandsD,BD,DEVB",2011-07,2012-05-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_EN_Complaint_against_Three_Government_Departments_for_Failing_to_Curb_the_Unauthorised_Activities_of_a_Hawker_Stall.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_TC_有關三個政府部門未能解決違規攤檔問題的投訴.pdf,,Complaint,,https://drive.google.com/file/d/1eYbmQO0c7ogUdvjj4RAA6tiGdlAIWsxx/view?usp=drivesdk,https://drive.google.com/file/d/1hlHPmT3x_kGnnGFfGs48vZW9i04t1thX/view?usp=drivesdk,
2011/12,OMB/DI/147,Mechanism for Monitoring of Private Residential Care Homes for the Elderly,當局對私營安老院的監管機制,,SWD,2011-06-02,2012-03-23,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_147_Full Report_SWD_EN_Mechanism_for_Monitoring_of_Private_Residential_Care_Homes_for_the_Elderly.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_147_摘要_SWD_TC_當局對私營安老院的監管機制.pdf,,DI,,https://drive.google.com/file/d/1Zk2E42D-N86oegz7PMV9mmvoxiMWywBT/view?usp=drivesdk,https://drive.google.com/file/d/1y0WI08SFXXi0XD0HeF5hKYeFL6WRKROI/view?usp=drivesdk,
2011/12,,,二○一一/一二報告年度第三期,,"EDB, SWD, LandsD, BD, FEHD, AFCD, LCSD",2010-09,2012-02-23,,ofomb.ombudsman.hk/abc/files/申訴專員公署_申報_2011_12_TC_二○一一_一二報告年度第三期.pdf,,OmbudsNews,,,https://drive.google.com/file/d/1K4iZx5EIl1yaJL6ZVfOuYizbHwSV3_zR/view?usp=drivesdk,
2011/12,,,漁農自然護理署沒有妥善履行職責處理流浪貓滋擾問題,,"AFCD,FEHD,LCSD",2010-05,2012-02-02,,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_摘要_AFCD_SC_渔农自然护理署没有妥善履行职责处理流浪猫滋扰问题.pdf,,Complaint,,,https://drive.google.com/file/d/1_OzhyjVa6_kGIgXWoJedPYkelSnM2R3V/view?usp=drivesdk,
2011/12,,Complaint about an Unauthorised Structure on Government Property,有關「政府物業」上違建物的投訴,,"BD,FEHD,LandsD",,2012-02-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_LandsD_EN_Complaint_about_an_Unauthorised_Structure_on_Government_Property.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_LandsD_TC_有關「政府物業」上違建物的投訴.pdf,,Complaint,,https://drive.google.com/file/d/1zS7u3CnEHSJGgMDo7NREcUibo3bLTygW/view?usp=drivesdk,https://drive.google.com/file/d/1essOXgCIjnkz3cke9s7B7UjnjgWbuwJO/view?usp=drivesdk,
2011/12,OMB/DI/216,Special Education Services for Students with Moderate to Severe Emotional and Behavioural Difficulties,為「有中度至嚴重情緒及行為問題」的學生提供的特殊教育服務,,"EDB,SWD",2010-09,2012-02-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_EDB_EN_Special_Education_Services_for_Students_with_Moderate_to_Severe_Emotional_and_Behavioural_Difficulties.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_216_TC_為「有中度至嚴重情緒及行為問題」的學生提供的特殊教育服務.pdf,,DI,主動調查,https://drive.google.com/file/d/1r_gEXtpLaKy9nLyalN45SppnixQAP1GH/view?usp=drivesdk,https://drive.google.com/file/d/10De405dqJTIuFs_jDyCb_OQVAPbXPFii/view?usp=drivesdk,
2011/12,OMB/DI/227,Government Measures to Protect Country Park Enclaves,對郊野公園「不包括的土地」的保護措施,,"AFCD,DEVB,DSD,EPD,LandsD,PlanD",2010-06,2011-09-02,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_DEVB_EN_Government_Measures_to_Protect_Country_Park_Enclaves.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_OMB_DI_227_TC_對郊野公園「不包括的土地」的保護措施.pdf,,DI,主動調查,https://drive.google.com/file/d/1_h_BjNZkCyTobthKDrDKdNifBbWFTvfm/view?usp=drivesdk,https://drive.google.com/file/d/1YGesTUMi0EfZxu6QdrhTLAfgQ29qX8tM/view?usp=drivesdk,
2011/12,OMB/DI/218,Water Meter Reading and Billing System,水務署的抄錶程序及發單系統,,WSD,2010-11-10,2011-09-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_218_Full Report_WSD_EN_Water_Meter_Reading_and_Billing_System.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_摘要_WSD_TC_水務署的抄錶程序及發單系統.pdf,,DI,主動調查,https://drive.google.com/file/d/1JOhy8pjTGCnHhVZ1fINhx41YTGdIhKNh/view?usp=drivesdk,https://drive.google.com/file/d/1zv-bq4wc_PmzNZmzoKYn0J7B1PhHM0N1/view?usp=drivesdk,
2011/12,,Water meter reading and billing system,,,WSD,2010-11-10,2011-09-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_Summary_WSD_EN_Water_meter_reading_and_billing_system.pdf,,,DI,,https://drive.google.com/file/d/1Ld4PkeeT64UiFopz8IJAZTTKCoXL6Ekf/view?usp=drivesdk,,
2011/12,OMB/DI/223,Effectiveness of Administration of Temporary Closure of Metered Parking Spaces during Road Works carried out by Public Utilities,公用事業機構進行道路工程期間臨時關閉收費停車位的行政安排是否有效,当局在公用事业机构进行道路工程期间临时关闭设有收费表的停车位的行政安排,"HyD,TD,HKPF",2011-07-21,2011-07-21,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_223_Full Report_HyD_EN_Effectiveness_of_Administration_of_Temporary_Closure_of_Metered_Parking_Spaces_during_Road_Works_carried_out_by_Public_Utilities.pdf,www.ombudsman.gov.hk/tc/direct-investigation-under/申訴專員公署_主動調查_新聞稿_TD_TC_公用事業機構進行道路工程期間臨時關閉收費停車位的行政安排是否有效.pdf,www.ombudsman.gov.hk/sc/direct-investigation-under/申诉专员公署_主动调查_新闻稿_SC_当局在公用事业机构进行道路工程期间临时关闭设有收费表的停车位的行政安排.pdf,DI,主動調查,https://drive.google.com/file/d/1_OEOQTKYp8QruMGkabZjQCZGk6qj8Yxj/view?usp=drivesdk,https://drive.google.com/file/d/1SC2REfcp3LkoIiVLnAwrWuTpZFdvhOya/view?usp=drivesdk,https://drive.google.com/file/d/1tiGCAZokK4CuUJ8AsGlIQlqJDEAlfNth/view?usp=drivesdk
2011/12,,Effectiveness of Administration of Temporary Closure of Metered Car Parking Spaces during Road Works Carried Out by Public Utilities,,,"HyD,TD,HKPF",2011-07-21,2011-07-21,www.ombudsman.gov.hk/direct-investigation-under/HKOmbudsman_Direct Investigation_Press Release_EN_Effectiveness_of_Administration_of_Temporary_Closure_of_Metered_Car_Parking_Spaces_during_Road_Works_Carried_Out_by_Public_Utilities.pdf,,,DI,,https://drive.google.com/file/d/1R5ublWHuP-scRszefco2ZaDoXquJx-E9/view?usp=drivesdk,,
2011/12,,Probes Booking and Use of Sports Facilities Managed by Leisure and Cultural Services Department,康樂及文化事務署體育設施的預訂與使用,,LCSD,2011-07-05,2011-07-05,www.ombudsman.gov.hk/direct-investigation-under/HKOmbudsman_Direct Investigation_Press Release_LCSD_EN_Probes_Booking_and_Use_of_Sports_Facilities_Managed_by_Leisure_and_Cultural_Services_Department.pdf,www.ombudsman.gov.hk/sc/direct-investigation-under/申诉专员公署_主动调查_新闻稿_LCSD_SC_康乐及文化事务署体育设施的预订与使用.pdf,,DI,主动调查,https://drive.google.com/file/d/151X_GGRi62fvNkQNPSPtAtWjiO9Aq30i/view?usp=drivesdk,https://drive.google.com/file/d/1H_zplF3h5iFjGv-QR1P8I2Kwp5vTA1Yt/view?usp=drivesdk,
2011/12,,,對新界違例建築執法、道路復修延誤及公屋編配不公的調查報告摘要,政府当局对新界豁免管制屋宇的违例建筑工程所采取的执法行动,"BD,DEVB,DSD,FEHD,HAD,HD,HyD,LandsD,LCSD,1823",,2011-04-19,,www.ombudsman.gov.hk/sc/ombudsnews/申诉专员公署_主动调查_摘要_SC_政府当局对新界豁免管制屋宇的违例建筑工程所采取的执法行动.pdf,www.ombudsman.gov.hk/sc/concluded/申诉专员公署_主动调查_摘要_SC_政府当局对新界豁免管制屋宇的违例建筑工程所采取的执法行动.pdf,DI,主動調查,,https://drive.google.com/file/d/1WIwC3nlV7rCev91M60qoFhEfIGI9vYZo/view?usp=drivesdk,https://drive.google.com/file/d/107e40WrDbV1B78n2Nkwu3KVoH6HA0I4T/view?usp=drivesdk
2011/12,,Issue No. 1 of Reporting Year 2011/12,,,"1823,AW,BD,DEVB,DSD,FEHD,HAD,HD,HyD,LCSD,LandsD",,2011-04-19,www.ombudsman.gov.hk/ombudsnews/HKOmbudsman_OmbudsNews_1_2011_12_EN_Issue_No._1_of_Reporting_Year_2011_12.pdf,,,OmbudsNews,,https://drive.google.com/file/d/1rSMdjq6pfZP-cpU4jT6qMG4oyiLame5i/view?usp=drivesdk,,
2011/12,,Complaint against Seven Government Departments for Delay in Handling a Road Repair Works,,七个政府部门延误处理一宗道路复修工程的投诉,"EU_HK,HyD,LandsD,DSD,LCSD,HAD,FEHD",,2011-04-02,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_EN_Complaint_against_Seven_Government_Departments_for_Delay_in_Handling_a_Road_Repair_Works.pdf,,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_摘要_SC_七个政府部门延误处理一宗道路复修工程的投诉.pdf,Complaint,,https://drive.google.com/file/d/1h4FOcKj-2bYYJsX6GobkLMsaf0y6bsjq/view?usp=drivesdk,,https://drive.google.com/file/d/1aWrqxSy1usHPJzHOQ3CbgOzbwJfnV2sw/view?usp=drivesdk
2011/12,OMB/DI/203,Enforcement against Unauthorised Building Works in New Territories Exempted Houses,政府當局對新界豁免管制屋宇的違例建築工程所採取的執法行動,,"BD,LandsD,DEVB,PlanD,HAD",2009-07-08,2011-04-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_203_Full Report_BD_EN_Enforcement_against_Unauthorised_Building_Works_in_New_Territories_Exempted_Houses.pdf,www.ombudsman.gov.hk/tc/concluded/申訴專員公署_主動調查_摘要_TC_政府當局對新界豁免管制屋宇的違例建築工程所採取的執法行動.pdf,,DI,主動調查,https://drive.google.com/file/d/1NCVgpErycazocjJonJTGeCQS3AkeuCQr/view?usp=drivesdk,https://drive.google.com/file/d/1uPwVz53jNhcRmKFpJC8J5Ny9qNt5Yt-a/view?usp=drivesdk,
2011/12,,,職位申請書,申诉专员公署职位申请书,,,2011-04,,www.ombudsman.gov.hk/tc/Others/申訴專員公署_TC_職位申請書.pdf,www.ombudsman.gov.hk/sc/Others/申诉专员公署_SC_申诉专员公署职位申请书.pdf,,,,https://drive.google.com/file/d/1_sV7Gfpv4t0cHUIRHgOrkGu9DGBJEbmJ/view?usp=drivesdk,https://drive.google.com/file/d/1oxekHE1VoCnglIT5YYrENRGaldOmuKKn/view?usp=drivesdk
2011/12,,,,有关房屋署编配公屋过程不公的投诉,HD,,2011-04-01,,,ofomb.ombudsman.hk/abc/files/申诉专员公署_就投诉作出的调查_摘要_HD_SC_有关房屋署编配公屋过程不公的投诉.pdf,Complaint,,,,https://drive.google.com/file/d/1Sn3N5FzyC-yKNrUn2BeuMDWcmODH0jui/view?usp=drivesdk
2010/11,,Ombudsman Complaint Form,投訴表格,,"AA,ERB,HA,HKPF,ICAC,MTRC",,2011-03,www.ombudsman.gov.hk/english/04_how_to_complaint/HKOmbudsman_EN_Ombudsman_Complaint_Form.pdf,www.ombudsman.gov.hk/tc/Others/申訴專員公署_TC_投訴表格.pdf,,,,https://drive.google.com/file/d/1Fxm9Dj2EI1Q8zrcRDWV52za4eGysST2e/view?usp=drivesdk,https://drive.google.com/file/d/1WgwiNX8y1O5b31N_5PJq8yXCHcXOohak/view?usp=drivesdk,
2010/11,,,,申诉专员公署投诉表格,,,2011-03,,,www.ombudsman.gov.hk/sc/Others/申诉专员公署_SC_申诉专员公署投诉表格.pdf,,,,,https://drive.google.com/file/d/1HXnp0q6EWn-Y_Z8XQ_GmFtO-AvlV9I3R/view?usp=drivesdk
2010/11,,Issue No. 3 of Reporting Year 2010/11,二○一○/一一報告年度第三期,二○一○/一一報告年度第三期,"WSD,HA,TD",,2010-12-21,www.ombudsman.gov.hk/ombudsnews/HKOmbudsman_OmbudsNews_EN_Issue_No._3_of_Reporting_Year_2010_HKOmbudsman_OmbudsNews_3_2010_11_EN_Issue_No._3_of_Reporting_Year_2010_11.pdf,www.ombudsman.gov.hk/tc/ombudsnews/申訴專員公署_申報_3_2010_11_TC_二○一○_一一報告年度第三期.pdf,www.ombudsman.gov.hk/sc/ombudsnews/申诉专员公署_申报_3_2010_11_SC_二○一○_一一報告年度第三期.pdf,OmbudsNews,,https://drive.google.com/file/d/1XP8L0eQu37AqSbb2P7j64fyRBvhIQiDI/view?usp=drivesdk,https://drive.google.com/file/d/1ILhQQVFWpEp3gZYqa7Q5WYuh2n7TNl36/view?usp=drivesdk,https://drive.google.com/file/d/1-Pb8GfJQtn_Yp9-6uyjFaIz-VGsjcs8v/view?usp=drivesdk
2010/11,OMB/DI/206,Transport Department Actions for Safe Operation of Public Light Buses,運輸署如何改善公共小巴的營運安全,,"TD,HKPF",2010-01,2010-12-02,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Direct Investigation_OMB_DI_206_Full Report_TD_EN_Transport_Department_Actions_for_Safe_Operation_of_Public_Light_Buses.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_主動調查_摘要_TD_TC_運輸署如何改善公共小巴的營運安全.pdf,,DI,主動調查,https://drive.google.com/file/d/1Enexu_f_WhfukGAJPbkGeROrXMnRWxNm/view?usp=drivesdk,https://drive.google.com/file/d/18Px_ZM1mkCaLtZrrJWH0GAIKtyPYD7rV/view?usp=drivesdk,
2010/11,,Complaints about Water Meter Mix-up,有關掉亂水錶的投訴,,WSD,,2010-12-01,ofomb.ombudsman.hk/abc/files/HKOmbudsman_Investigation Report_Summary_WSD_EN_Complaints_about_Water_Meter_Mix-up.pdf,ofomb.ombudsman.hk/abc/files/申訴專員公署_就投訴作出的調查_摘要_WSD_TC_有關掉亂水錶的投訴.pdf,,Complaint,,https://drive.google.com/file/d/1l0-E_5xuhIKlQf9OK_74hHZEiBUcWeMn/view?usp=drivesdk,https://drive.google.com/file/d/16JXkd0qcGxahHsbOwBHO68dPm4XD1aH5/view?usp=drivesdk,
